Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator
58,0,Travel Rarely,182,Finance,19,1,Other,3,Female,28,4,2,Controller,3,Married,18634131,3780,1,No,2.86,1,4,0,17,3,1,6.9,0.7,0.0,2.9,0.001,0.085,0.16,0.363
31,0,Travel Rarely,659,Sales,3,3,Technical Degree,1,Male,84,2,3,Regional Director,3,Married,18735931,10000,3,Yes,3.37,2,3,1,10,1,2,0.9,0.9,0.4,0.9,0.191,0.461,0.085,0.461
28,0,Travel Rarely,479,R&D,4,2,Medical,2,Female,62,3,3,Software Engineer,3,Married,25000000,9929,4,Yes,1.38,4,2,2,17,2,2,4.0,4.0,0.6,0.6,0.129,0.802,0.106,0.127
22,0,Travel Frequently,482,HR,30,3,Technical Degree,4,Male,61,2,1,Recruiter,3,Single,21495483,10000,1,No,0.87,3,3,3,12,3,1,0.5,0.5,0.0,0.5,0.0,0.333,0.225,0.333
54,0,Non-Travel,322,Sales,4,5,Technical Degree,3,Male,43,2,2,Sales Executive,3,Divorced,17778051,7109,2,Yes,2.13,3,3,2,6,2,4,6.9,6.9,0.9,4.9,0.115,0.871,0.252,0.621
22,0,Non-Travel,1175,Finance,1,2,Medical,1,Female,150,4,3,Analyst,2,Married,25000000,10000,1,No,3.75,3,2,1,16,1,3,6.5,0.5,0.0,1.1,0.001,0.066,0.059,0.148
37,0,Non-Travel,435,Finance,4,3,Other,3,Female,48,1,1,CFO,1,Divorced,14166666,8827,3,No,0.94,4,2,1,0,2,3,0.0,0.0,-0.5,0.0,-0.5,0.0,2.0,0.0
22,0,Non-Travel,499,Operations,6,2,Technical Degree,3,Female,64,1,3,VP Operations,1,Single,18705763,9891,1,No,1.73,2,4,1,10,1,1,4.5,0.9,0.1,1.5,0.01,0.157,0.085,0.277
37,0,Non-Travel,369,Operations,4,2,Medical,3,Male,49,3,1,Process Engineer,4,Single,15157323,7911,2,No,0.33,3,3,2,5,2,1,6.0,0.8,0.2,3.5,0.03,0.119,0.286,0.497
27,0,Travel Frequently,590,R&D,3,2,Business,1,Male,70,1,2,Software Engineer,3,Divorced,25000000,10000,1,No,1.99,3,4,1,20,2,3,8.2,2.4,0.2,5.4,0.025,0.264,0.094,0.589
37,0,Travel Rarely,161,R&D,3,3,Technical Degree,2,Female,22,3,1,Product Manager,4,Single,25000000,3130,2,No,3.27,3,3,1,18,4,1,17.2,1.0,0.1,2.9,0.003,0.057,0.2,0.162
22,0,Non-Travel,488,R&D,25,4,Medical,2,Female,57,1,3,Data Scientist,3,Single,25000000,10000,2,No,1.58,3,2,1,25,0,2,4.7,3.7,0.1,1.3,0.019,0.639,0.0,0.23
40,0,Non-Travel,100,Operations,3,1,Other,2,Male,24,2,1,Operations Specialist,2,Single,7741619,2215,2,No,1.68,2,2,0,3,1,4,0.7,0.7,0.2,0.7,0.105,0.403,0.219,0.403
57,0,Travel Rarely,392,HR,6,4,Other,4,Female,56,1,4,HR Manager,3,Single,15833333,8280,5,No,2.42,3,2,1,0,4,1,0.0,0.0,-0.5,0.0,-0.5,0.0,4.0,0.0
44,0,Travel Frequently,788,Sales,6,3,Other,3,Female,90,4,4,Sales Manager,2,Single,15833333,10000,1,No,2.95,3,4,0,0,2,1,0.0,0.0,-0.5,0.0,-0.5,0.0,2.0,0.0
31,0,Non-Travel,1038,HR,1,1,Life Sciences,3,Male,134,4,2,HR Director,3,Divorced,25000000,10000,1,No,2.01,4,3,0,16,2,1,16.2,3.9,0.1,1.3,0.005,0.228,0.116,0.074
44,0,Travel Frequently,314,R&D,7,1,Medical,2,Male,38,1,2,Technical Architect,3,Married,25000000,6178,3,No,1.11,4,4,2,17,2,1,4.3,1.5,0.0,4.3,0.008,0.277,0.107,0.811
56,0,Travel Frequently,616,Operations,3,1,Business,3,Male,79,2,1,Director of Ops,3,Married,17333809,10000,2,No,4.15,3,3,1,8,3,1,7.4,7.4,1.0,1.0,0.116,0.881,0.327,0.124
38,0,Travel Rarely,1199,Finance,7,3,Business,4,Female,150,2,3,Financial Manager,2,Single,25000000,10000,2,No,3.61,3,1,1,18,3,2,3.2,1.6,0.7,3.2,0.172,0.395,0.151,0.76
28,1,Non-Travel,1082,Operations,12,5,Business,4,Male,131,2,1,VP Operations,4,Married,25000000,10000,3,Yes,1.02,4,2,0,11,9,2,5.6,2.3,0.7,5.6,0.099,0.342,0.725,0.848
46,0,Travel Frequently,251,HR,5,3,Medical,1,Female,30,1,3,Chief People Officer,4,Divorced,10255628,5439,2,Yes,4.46,2,1,0,2,1,2,2.3,2.3,0.9,2.3,0.256,0.701,0.299,0.701
30,0,Non-Travel,392,Finance,1,1,Life Sciences,4,Male,47,3,3,Financial Manager,4,Single,19729348,8665,2,No,1.55,3,3,0,6,4,4,6.2,5.8,2.4,0.8,0.333,0.813,0.512,0.116
32,0,Travel Rarely,693,Finance,25,1,Business,2,Male,95,1,1,Controller,4,Single,17563576,10000,3,No,3.13,4,1,3,3,2,4,3.4,3.4,0.6,3.4,0.139,0.773,0.455,0.773
33,0,Travel Rarely,109,HR,6,3,Other,1,Male,21,2,2,Recruiter,1,Single,25000000,2391,1,No,1.48,3,3,2,20,5,2,4.3,4.3,1.2,4.3,0.227,0.811,0.229,0.811
35,1,Non-Travel,818,Finance,3,3,Other,1,Male,109,2,4,Analyst,4,Single,23070841,10000,1,Yes,3.18,1,4,1,17,3,3,4.4,0.5,0.2,2.3,0.044,0.095,0.164,0.432
46,1,Travel Rarely,464,Sales,30,3,Business,3,Male,61,3,1,VP Sales,2,Single,25000000,9657,1,No,3.77,3,4,1,19,0,3,13.7,2.2,0.1,1.0,0.009,0.15,0.0,0.07
40,0,Non-Travel,492,Operations,18,1,Life Sciences,4,Female,50,2,2,Operations Manager,4,Married,25000000,10000,1,No,2.31,3,2,0,22,2,1,3.3,3.3,2.3,0.5,0.543,0.767,0.086,0.116
28,0,Travel Rarely,643,HR,4,2,Business,3,Female,81,2,1,HR Manager,1,Single,19014016,10000,2,No,3.45,3,2,1,9,4,3,9.8,0.5,0.0,5.9,0.003,0.046,0.369,0.548
32,1,Travel Rarely,199,Sales,5,3,Other,1,Male,30,2,2,Sales Manager,1,Married,25000000,3887,2,No,2.04,4,4,0,22,4,2,5.4,2.3,0.5,0.5,0.081,0.359,0.173,0.078
38,0,Travel Rarely,947,HR,20,5,Medical,2,Female,112,4,3,HR Specialist,3,Single,15475533,10000,1,Yes,4.42,3,3,0,2,1,4,2.6,1.8,0.4,2.6,0.112,0.516,0.281,0.719
49,0,Non-Travel,428,Finance,16,3,Business,3,Female,47,3,4,Senior Analyst,4,Single,25000000,9397,1,No,2.83,3,1,1,15,1,2,15.0,0.5,0.1,3.8,0.004,0.031,0.062,0.24
51,0,Travel Rarely,539,HR,4,4,Life Sciences,3,Female,81,3,2,HR Manager,1,Single,25000000,10000,1,No,1.52,2,4,1,25,2,2,4.1,4.1,1.2,4.1,0.236,0.805,0.077,0.805
45,0,Travel Rarely,688,Sales,1,1,Life Sciences,2,Female,82,3,1,Regional Director,1,Divorced,24107005,10000,2,Yes,2.66,3,1,0,14,3,3,1.7,1.6,1.2,0.5,0.446,0.573,0.188,0.185
47,0,Non-Travel,257,HR,5,2,Technical Degree,2,Male,30,3,2,HR Specialist,4,Divorced,25000000,5267,3,No,3.3,4,4,1,16,3,3,2.5,2.0,1.5,0.6,0.428,0.559,0.172,0.181
30,0,Non-Travel,399,R&D,19,4,Business,4,Female,54,2,3,Data Scientist,4,Married,12916666,8685,2,No,3.39,3,1,1,0,1,4,0.0,0.0,-0.5,0.0,-0.5,0.0,1.0,0.0
55,0,Travel Rarely,849,Operations,1,2,Technical Degree,3,Male,104,1,1,Operations Specialist,3,Single,12448269,10000,1,No,4.94,2,4,0,8,3,1,2.8,1.8,0.0,0.6,0.005,0.484,0.323,0.149
43,0,Non-Travel,1130,R&D,3,2,Medical,3,Male,146,4,2,Technical Architect,2,Married,25000000,10000,1,Yes,0.86,4,3,1,33,0,3,1.9,1.9,1.3,0.5,0.45,0.659,0.0,0.185
35,0,Travel Rarely,581,Operations,3,1,Technical Degree,3,Male,59,3,2,VP Operations,3,Divorced,14188991,10000,4,No,1.19,3,1,1,3,1,4,1.8,1.8,0.5,1.1,0.172,0.639,0.23,0.401
30,0,Travel Frequently,346,Operations,7,1,Medical,4,Female,43,2,3,Operations Specialist,3,Married,25000000,7009,1,No,3.14,3,3,1,23,3,3,18.9,1.1,0.0,1.5,0.001,0.056,0.123,0.078
43,0,Non-Travel,215,Finance,2,1,Business,4,Female,22,1,1,Analyst,4,Divorced,25000000,4688,3,Yes,1.69,3,1,2,20,1,3,20.8,1.4,0.1,3.7,0.003,0.063,0.046,0.171
53,0,Non-Travel,1315,HR,12,3,Medical,3,Male,149,2,2,HR Director,3,Married,25000000,10000,1,Yes,3.21,3,1,0,19,2,1,0.8,0.8,0.3,0.8,0.17,0.447,0.099,0.447
41,0,Non-Travel,359,Operations,3,3,Other,4,Male,40,1,3,Process Engineer,3,Married,25000000,7963,3,No,2.36,4,4,3,12,4,1,8.6,0.7,0.3,3.2,0.036,0.071,0.304,0.333
51,0,Travel Frequently,352,Finance,12,2,Medical,3,Male,43,1,4,CFO,2,Divorced,25000000,7334,2,Yes,2.54,4,4,2,10,0,2,2.4,1.1,0.7,1.7,0.222,0.318,0.0,0.493
49,0,Travel Rarely,288,HR,10,2,Business,3,Female,36,3,2,Chief People Officer,3,Single,22393233,6418,1,Yes,1.93,4,3,0,6,2,1,1.2,1.2,0.0,1.2,0.008,0.545,0.265,0.545
59,0,Travel Frequently,225,Operations,1,5,Technical Degree,4,Male,28,3,3,Process Engineer,2,Single,25000000,4938,2,No,3.19,3,4,2,17,4,3,6.6,6.6,0.4,0.7,0.046,0.868,0.214,0.096
38,0,Travel Frequently,303,Finance,12,2,Medical,2,Female,38,4,3,CFO,4,Divorced,25000000,5691,3,No,1.09,4,4,2,30,4,1,0.9,0.9,0.3,0.9,0.15,0.478,0.126,0.478
22,0,Travel Frequently,259,Operations,9,4,Other,4,Male,26,4,3,Operations Specialist,4,Divorced,12992836,5109,3,Yes,2.98,1,3,2,10,3,1,8.7,2.0,0.3,1.1,0.028,0.203,0.271,0.113
28,0,Travel Rarely,458,Sales,7,3,Life Sciences,4,Male,51,3,5,Sales Manager,4,Married,25000000,9389,2,No,1.95,3,1,1,14,4,1,0.5,0.5,0.0,0.5,0.0,0.333,0.257,0.333
22,0,Travel Rarely,525,Finance,10,1,Other,4,Female,51,1,5,CFO,2,Divorced,25000000,10000,1,No,4.02,4,2,0,16,3,4,0.6,0.6,0.1,0.6,0.07,0.38,0.168,0.38
41,0,Non-Travel,629,Finance,8,4,Life Sciences,3,Female,80,2,5,Controller,2,Married,25000000,10000,1,Yes,2.46,4,3,1,28,4,2,0.5,0.5,0.0,0.5,0.0,0.333,0.135,0.333
42,0,Travel Rarely,426,Finance,10,3,Life Sciences,3,Male,50,1,3,Controller,3,Single,19889875,8849,2,Yes,1.71,2,4,0,11,2,1,2.4,2.4,0.4,2.3,0.105,0.708,0.154,0.671
29,0,Travel Rarely,495,HR,13,3,Life Sciences,2,Female,63,3,4,HR Manager,4,Single,25000000,10000,1,Yes,2.57,4,2,2,25,4,3,1.8,1.8,0.0,1.1,0.005,0.638,0.152,0.389
37,1,Travel Rarely,239,Sales,9,3,Business,3,Male,24,4,5,Regional Director,4,Married,16691105,5228,2,No,0.8,2,2,1,1,1,2,1.4,1.4,0.4,1.4,0.175,0.585,0.372,0.585
27,0,Travel Frequently,608,R&D,5,1,Technical Degree,3,Male,71,3,2,Data Scientist,2,Married,15833333,10000,1,No,2.47,4,3,1,0,3,1,0.0,0.0,-0.5,0.0,-0.5,0.0,3.0,0.0
38,0,Travel Frequently,257,Operations,8,1,Other,4,Female,38,4,1,Operations Manager,3,Married,20906894,5229,1,No,1.72,3,2,3,11,1,3,11.7,0.7,0.0,3.7,0.003,0.055,0.078,0.293
22,0,Travel Frequently,525,Operations,2,4,Technical Degree,4,Female,63,4,1,VP Operations,4,Married,14403625,10000,1,No,2.37,4,3,3,0,2,3,0.2,0.2,-0.3,0.2,-0.213,0.192,1.617,0.192
31,0,Non-Travel,194,Operations,10,2,Medical,3,Male,28,4,2,Operations Manager,2,Divorced,13176761,4540,2,Yes,2.71,3,4,0,2,3,3,2.0,2.0,1.1,2.0,0.357,0.666,0.897,0.666
22,0,Non-Travel,1009,R&D,12,5,Medical,3,Female,113,3,1,Software Engineer,3,Single,18476654,10000,1,Yes,4.5,4,2,1,4,2,3,0.6,0.6,0.1,0.5,0.032,0.356,0.377,0.322
35,0,Travel Rarely,681,Sales,18,2,Technical Degree,4,Male,87,2,1,Regional Director,4,Divorced,23144293,10000,1,No,4.62,3,2,0,13,4,1,7.9,3.5,2.4,2.5,0.269,0.395,0.267,0.28
41,0,Travel Rarely,621,HR,21,3,Technical Degree,3,Male,82,2,2,HR Director,4,Married,25000000,10000,4,No,1.77,3,4,0,19,2,2,9.8,5.2,0.2,2.6,0.016,0.482,0.095,0.238
30,0,Travel Rarely,638,Finance,7,4,Medical,3,Male,83,2,3,Controller,4,Married,17459474,10000,2,No,2.15,1,3,0,14,2,2,1.4,0.5,0.0,1.4,0.011,0.205,0.129,0.59
48,0,Non-Travel,1225,R&D,26,2,Technical Degree,2,Male,150,2,1,Technical Architect,3,Single,25000000,10000,2,No,2.71,3,4,0,20,1,3,2.2,2.2,0.2,2.0,0.051,0.692,0.046,0.63
31,0,Non-Travel,1152,Finance,10,4,Business,4,Female,150,2,4,Controller,4,Divorced,25000000,10000,1,Yes,2.56,4,4,2,7,2,2,3.7,0.8,0.3,3.7,0.06,0.16,0.233,0.789
51,0,Travel Rarely,304,HR,4,3,Medical,4,Male,30,1,2,Chief People Officer,1,Divorced,5833333,6219,2,No,4.24,2,3,1,0,0,3,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.0
39,0,Non-Travel,1135,HR,30,5,Business,4,Female,141,3,4,HR Director,3,Married,25000000,10000,2,Yes,2.72,3,1,2,9,0,2,0.5,0.5,0.0,0.5,0.0,0.333,0.0,0.333
52,0,Travel Rarely,377,R&D,6,3,Technical Degree,4,Female,63,4,1,Product Manager,3,Divorced,25000000,8182,1,No,1.18,3,2,1,15,2,2,0.5,0.5,0.0,0.5,0.0,0.333,0.119,0.333
34,0,Travel Frequently,261,Sales,5,2,Technical Degree,3,Male,40,3,1,Regional Director,3,Divorced,22176768,5785,1,Yes,3.96,3,1,0,13,0,3,7.4,1.3,0.7,0.5,0.082,0.155,0.0,0.06
49,0,Travel Rarely,620,Sales,20,1,Technical Degree,3,Male,66,1,3,Regional Director,3,Married,25000000,10000,3,Yes,2.11,3,3,1,12,5,2,2.7,2.7,0.4,2.0,0.096,0.73,0.375,0.535
46,0,Non-Travel,913,Finance,1,2,Other,2,Male,111,1,1,CFO,4,Married,25000000,10000,1,No,2.13,1,3,0,27,3,2,3.0,1.5,0.6,1.0,0.148,0.373,0.106,0.257
32,0,Non-Travel,900,Finance,5,3,Other,2,Female,110,4,1,CFO,1,Married,25000000,10000,2,Yes,1.55,4,4,0,23,4,4,6.0,6.0,1.3,0.6,0.181,0.858,0.166,0.086
48,0,Travel Frequently,367,R&D,6,3,Medical,3,Male,35,1,1,Product Manager,3,Single,17945320,7480,1,No,1.89,3,3,3,8,4,1,0.5,0.5,0.0,0.5,0.0,0.333,0.409,0.333
30,0,Travel Frequently,670,Operations,5,3,Other,1,Female,72,1,3,Operations Manager,3,Divorced,25000000,10000,5,No,2.64,3,3,0,13,3,1,9.5,4.5,1.6,1.6,0.158,0.428,0.208,0.156
65,0,Non-Travel,300,Finance,6,2,Other,3,Female,21,3,1,Controller,3,Single,3781713,6440,1,Yes,2.41,1,1,1,4,3,2,3.8,3.8,0.9,3.8,0.183,0.791,0.534,0.791
38,0,Travel Frequently,736,Sales,3,3,Technical Degree,1,Male,83,2,1,Regional Director,4,Married,25000000,10000,1,No,2.29,4,3,0,21,2,3,1.2,1.2,0.7,0.9,0.313,0.542,0.088,0.402
37,0,Travel Rarely,523,R&D,25,3,Other,1,Male,75,2,2,Technical Architect,2,Divorced,22615380,10000,1,No,0.64,3,2,1,11,0,4,5.7,0.7,0.1,3.4,0.01,0.11,0.0,0.498
62,0,Travel Frequently,465,HR,6,4,Other,4,Female,66,3,3,HR Specialist,3,Divorced,25000000,9909,1,No,2.1,3,4,1,16,2,4,13.2,7.5,1.2,0.8,0.085,0.525,0.113,0.059
35,0,Non-Travel,452,Finance,5,3,Business,3,Male,48,4,3,Controller,1,Married,22941803,9820,2,Yes,0.63,3,4,0,10,3,2,7.0,1.9,0.3,6.9,0.036,0.238,0.272,0.868
43,0,Travel Rarely,176,Finance,6,2,Technical Degree,3,Male,23,1,5,Controller,4,Divorced,25000000,3516,2,Yes,2.13,3,3,2,23,5,2,9.6,2.7,0.6,9.6,0.055,0.254,0.2,0.905
46,0,Travel Frequently,212,Finance,26,3,Other,4,Male,24,3,3,Financial Manager,3,Married,19523499,4758,1,No,1.82,4,2,1,1,0,4,1.6,1.6,1.1,0.5,0.425,0.616,0.0,0.192
25,0,Travel Rarely,198,Sales,18,2,Other,2,Male,29,4,4,Regional Director,3,Divorced,25000000,4362,4,Yes,2.54,4,1,1,8,1,1,1.7,1.7,1.1,1.7,0.416,0.634,0.106,0.634
35,0,Non-Travel,640,Sales,4,5,Life Sciences,2,Male,83,4,1,Sales Manager,3,Married,19488886,10000,2,No,4.33,3,2,0,10,3,1,1.4,0.5,0.1,1.4,0.039,0.222,0.265,0.578
39,0,Travel Rarely,252,Finance,13,5,Life Sciences,3,Female,30,1,2,Controller,4,Single,16463149,5874,4,No,4.17,3,2,0,5,3,2,5.6,0.5,0.1,0.5,0.008,0.075,0.453,0.075
37,0,Non-Travel,168,HR,23,2,Life Sciences,2,Female,24,2,4,Chief People Officer,2,Single,25000000,3587,2,No,2.84,2,2,0,16,2,3,1.7,1.7,1.2,0.9,0.452,0.635,0.116,0.312
22,0,Travel Frequently,1005,R&D,6,3,Life Sciences,3,Male,132,3,1,Product Manager,1,Divorced,19557804,10000,3,Yes,0.31,3,2,0,10,1,4,0.5,0.5,0.0,0.5,0.0,0.333,0.088,0.333
26,0,Travel Frequently,744,Operations,4,4,Life Sciences,1,Female,80,3,4,Operations Specialist,3,Married,24111874,10000,1,No,1.54,2,1,0,13,3,2,10.3,8.4,0.1,2.9,0.006,0.741,0.21,0.252
64,0,Travel Rarely,270,R&D,16,2,Life Sciences,4,Male,26,4,5,Technical Architect,3,Married,25000000,5826,3,No,2.49,4,4,0,18,1,3,4.3,2.5,0.5,4.3,0.093,0.461,0.05,0.813
30,0,Non-Travel,630,HR,7,3,Business,1,Male,83,2,2,Chief People Officer,3,Married,25000000,10000,2,No,1.76,3,3,0,17,1,3,3.0,3.0,0.4,3.0,0.098,0.75,0.053,0.75
47,0,Travel Frequently,231,R&D,4,2,Business,1,Male,27,2,1,Technical Architect,2,Married,24940249,5278,2,Yes,1.91,4,2,1,10,3,2,6.7,1.5,0.2,3.2,0.032,0.197,0.255,0.419
43,0,Travel Rarely,271,R&D,1,4,Life Sciences,4,Male,33,2,1,Product Manager,4,Divorced,18280590,5634,2,No,1.28,4,3,1,4,1,1,1.6,1.6,0.1,0.9,0.03,0.616,0.196,0.327
38,0,Travel Rarely,1183,Operations,1,3,Technical Degree,3,Female,150,4,1,Operations Manager,1,Divorced,23101986,10000,4,Yes,0.79,3,3,1,13,3,3,2.2,2.2,1.5,2.2,0.49,0.683,0.201,0.683
46,0,Travel Frequently,587,R&D,4,2,Business,3,Female,72,3,3,Software Engineer,2,Married,25000000,10000,1,Yes,0.24,3,4,3,25,4,2,7.3,4.0,2.3,0.8,0.275,0.486,0.149,0.097
37,0,Non-Travel,290,Sales,9,4,Other,1,Male,34,1,4,Sales Executive,3,Divorced,25000000,6289,1,Yes,2.69,3,3,1,13,4,3,5.5,2.0,0.7,5.0,0.102,0.302,0.27,0.766
42,0,Non-Travel,781,Operations,2,2,Other,3,Female,100,2,1,Operations Manager,2,Married,25000000,10000,2,No,3.83,3,2,1,24,2,3,9.1,1.5,0.0,1.2,0.004,0.148,0.079,0.114
49,0,Travel Rarely,162,R&D,8,3,Business,3,Female,20,1,2,Software Engineer,2,Single,10833333,3388,3,No,3.29,3,3,2,0,6,4,0.0,0.0,-0.5,0.0,-0.5,0.0,6.0,0.0
52,0,Travel Rarely,879,Operations,5,3,Business,2,Female,105,3,2,VP Operations,3,Divorced,13527857,10000,1,Yes,3.37,3,4,3,2,2,4,2.7,2.5,1.5,1.2,0.403,0.673,0.541,0.322
42,0,Travel Rarely,233,R&D,30,3,Business,3,Male,32,3,3,Data Scientist,4,Single,25000000,5044,1,Yes,2.65,3,2,0,12,0,3,4.2,3.5,1.1,1.5,0.215,0.669,0.0,0.292
25,0,Travel Rarely,212,HR,4,1,Life Sciences,4,Male,31,4,3,HR Specialist,4,Divorced,13422728,4225,2,No,2.81,3,4,1,0,2,2,0.5,0.5,0.0,0.5,0.0,0.333,1.328,0.333
31,0,Travel Frequently,211,R&D,15,1,Technical Degree,3,Female,26,2,3,Product Manager,2,Divorced,25000000,3823,1,No,3.22,4,2,2,15,4,4,2.0,2.0,0.4,2.0,0.141,0.666,0.242,0.666
54,0,Non-Travel,317,Sales,13,3,Technical Degree,2,Female,41,1,1,Sales Manager,1,Single,11791299,6517,1,No,1.88,3,2,2,2,3,2,1.7,1.7,1.2,0.5,0.447,0.632,0.828,0.184
46,0,Non-Travel,1205,Sales,9,2,Other,2,Female,150,4,5,Account Manager,3,Married,25000000,10000,1,Yes,5.17,4,2,1,5,2,4,5.2,1.6,0.2,0.5,0.034,0.26,0.32,0.08
22,0,Travel Frequently,1224,HR,12,3,Medical,3,Male,150,1,4,Recruiter,4,Married,10833333,10000,1,Yes,0.0,2,2,1,0,1,2,0.0,0.0,-0.5,0.0,-0.5,0.0,1.0,0.0
35,0,Travel Rarely,723,R&D,4,1,Medical,2,Female,97,1,3,Technical Architect,1,Divorced,24735246,10000,1,Yes,5.53,3,2,0,11,3,4,11.7,8.2,0.2,2.3,0.018,0.642,0.234,0.185
22,0,Travel Rarely,596,Operations,1,3,Other,4,Male,66,2,5,Operations Specialist,2,Divorced,25000000,10000,1,No,1.24,4,2,0,16,0,3,0.6,0.6,0.1,0.6,0.075,0.383,0.0,0.383
22,0,Non-Travel,739,Finance,4,1,Business,3,Male,94,3,3,Financial Manager,3,Divorced,23416814,10000,1,Yes,2.74,3,3,2,10,8,1,8.7,0.5,0.1,2.8,0.006,0.052,0.696,0.292
27,0,Travel Rarely,139,R&D,1,3,Technical Degree,4,Female,27,2,1,Software Engineer,3,Divorced,25000000,3137,1,No,2.76,4,2,0,16,2,3,16.6,2.7,0.2,1.9,0.014,0.153,0.113,0.107
22,0,Non-Travel,445,Operations,3,2,Medical,3,Male,58,3,2,Operations Manager,1,Married,23546391,8950,1,No,3.61,3,2,1,12,3,2,3.3,3.3,0.2,3.3,0.051,0.765,0.219,0.765
53,0,Non-Travel,208,R&D,4,2,Medical,4,Female,25,3,1,Technical Architect,3,Divorced,25000000,4315,1,No,3.01,4,1,3,22,5,3,0.5,0.5,0.0,0.5,0.0,0.333,0.209,0.333
42,0,Non-Travel,990,Operations,19,2,Other,3,Male,116,3,1,Operations Manager,4,Married,19734562,10000,1,No,5.02,4,4,3,5,2,1,5.6,2.9,0.5,2.1,0.073,0.444,0.305,0.32
29,0,Non-Travel,370,R&D,5,2,Life Sciences,3,Male,45,4,3,Product Manager,4,Divorced,25000000,7828,2,No,4.64,3,1,1,17,4,4,7.4,1.6,0.0,4.2,0.004,0.189,0.215,0.495
46,1,Non-Travel,252,Operations,8,3,Medical,2,Male,24,1,2,VP Operations,4,Married,25000000,5562,4,No,1.03,4,2,1,9,3,3,0.5,0.5,0.0,0.5,0.0,0.333,0.274,0.333
22,0,Travel Frequently,518,Finance,11,1,Life Sciences,2,Female,71,4,2,Senior Analyst,3,Single,9332643,10000,2,No,2.2,1,1,1,8,3,1,4.6,0.6,0.4,4.6,0.065,0.099,0.316,0.821
26,0,Non-Travel,525,Finance,6,3,Technical Degree,4,Female,65,2,3,Controller,3,Single,23184689,10000,1,No,1.25,4,2,1,5,3,3,2.3,1.4,0.0,2.3,0.012,0.412,0.479,0.699
34,0,Travel Rarely,299,HR,13,4,Business,3,Male,38,4,4,HR Director,2,Single,10833333,6521,1,No,2.2,2,2,0,0,1,3,0.0,0.0,-0.5,0.0,-0.5,0.0,1.0,0.0
41,0,Travel Rarely,606,HR,19,1,Life Sciences,2,Male,76,3,3,HR Manager,2,Divorced,24513497,10000,2,No,2.78,3,3,1,11,4,1,3.7,1.0,0.1,1.5,0.023,0.204,0.318,0.327
30,0,Travel Rarely,1181,HR,17,1,Other,2,Female,150,3,1,HR Specialist,3,Single,25000000,10000,1,No,2.22,3,3,3,16,5,3,1.3,0.5,0.7,1.3,0.315,0.221,0.286,0.558
34,0,Travel Rarely,1226,Sales,30,1,Business,4,Male,150,4,3,Sales Manager,3,Married,25000000,10000,2,No,0.9,3,3,1,16,3,1,1.2,1.1,0.7,1.2,0.317,0.48,0.171,0.544
23,0,Travel Rarely,651,Sales,16,1,Technical Degree,3,Female,87,4,2,Account Manager,3,Divorced,25000000,10000,1,No,4.33,4,3,0,14,3,4,7.2,1.2,0.3,0.8,0.034,0.147,0.197,0.094
65,0,Travel Rarely,285,HR,8,2,Life Sciences,4,Female,31,2,4,HR Director,1,Divorced,22186277,5794,2,Yes,3.58,3,4,1,6,3,1,6.4,2.4,1.1,0.5,0.15,0.333,0.408,0.068
36,0,Non-Travel,216,Finance,1,2,Other,2,Male,24,1,3,CFO,3,Single,11421890,4986,2,Yes,2.06,1,1,1,8,3,3,6.4,0.8,0.7,5.0,0.1,0.104,0.316,0.67
37,0,Travel Rarely,1139,Sales,30,4,Medical,3,Female,139,3,3,Regional Director,2,Divorced,25000000,10000,4,Yes,1.35,3,3,0,14,3,3,9.4,1.5,0.2,2.0,0.015,0.149,0.193,0.196
47,0,Travel Rarely,1206,Operations,6,1,Technical Degree,3,Male,150,2,1,Process Engineer,3,Divorced,19442044,10000,1,No,2.05,2,1,1,15,1,3,11.0,0.5,0.0,6.9,0.002,0.042,0.061,0.577
52,0,Non-Travel,498,Finance,3,4,Medical,2,Female,64,3,1,CFO,4,Married,12736340,10000,1,No,4.24,3,3,0,3,3,4,3.6,0.5,0.3,1.4,0.062,0.109,0.657,0.314
39,0,Travel Frequently,1073,R&D,11,4,Business,3,Male,130,4,3,Software Engineer,3,Single,25000000,10000,1,No,2.45,4,3,2,14,3,3,1.5,1.1,1.0,0.5,0.39,0.435,0.196,0.203
27,1,Travel Rarely,369,Finance,27,1,Other,2,Female,44,1,3,Controller,4,Divorced,25000000,7446,1,No,2.45,3,4,3,23,3,2,3.9,3.9,2.0,3.9,0.403,0.795,0.121,0.795
64,0,Travel Frequently,1235,Finance,5,2,Technical Degree,2,Female,150,4,2,Senior Analyst,4,Married,24013282,10000,1,No,5.08,3,3,1,13,1,2,1.6,1.6,1.1,1.5,0.418,0.612,0.071,0.572
